,name,relation,name2
27151,鄂尔多斯武瑞明医学综合门诊部,country,中国
27152,鄂尔多斯武瑞明医学综合门诊部,area,东北
27153,鄂尔多斯武瑞明医学综合门诊部,province,内蒙古
27154,鄂尔多斯武瑞明医学综合门诊部,city,鄂尔多斯
27155,鄂尔多斯武瑞明医学综合门诊部,city_level,四线
27156,鄂尔多斯武瑞明医学综合门诊部,city_type,普通城市
27157,拉萨维多利亚整形美容医院有限公司,hospitallevel,医院
27158,拉萨维多利亚整形美容医院有限公司,pricelevel,低
27159,拉萨维多利亚整形美容医院有限公司,hospitalkind,其他
27160,拉萨维多利亚整形美容医院有限公司,hospitallevelname,医院
27161,拉萨维多利亚整形美容医院有限公司,abbreviation,拉萨维多利亚整形美容医院
27162,拉萨维多利亚整形美容医院有限公司,hospitalscale,其他
27163,拉萨维多利亚整形美容医院有限公司,doctorstyle,其他
27164,拉萨维多利亚整形美容医院有限公司,country,中国
27165,拉萨维多利亚整形美容医院有限公司,area,西南
27166,拉萨维多利亚整形美容医院有限公司,province,西藏
27167,拉萨维多利亚整形美容医院有限公司,city,拉萨
27168,拉萨维多利亚整形美容医院有限公司,city_level,四线
27169,拉萨维多利亚整形美容医院有限公司,city_type,省会城市
27170,上海仁爱医疗美容医院,hospitallevel,医院
27171,上海仁爱医疗美容医院,pricelevel,未知
27172,上海仁爱医疗美容医院,hospitalkind,其他
27173,上海仁爱医疗美容医院,hospitallevelname,医院
27174,上海仁爱医疗美容医院,abbreviation,上海仁爱
27175,上海仁爱医疗美容医院,hospitalscale,其他
27176,上海仁爱医疗美容医院,doctorstyle,其他
27177,上海仁爱医疗美容医院,country,中国
27178,上海仁爱医疗美容医院,area,华东
27179,上海仁爱医疗美容医院,province,上海
27180,上海仁爱医疗美容医院,city,上海
27181,上海仁爱医疗美容医院,city_level,一线
27182,上海仁爱医疗美容医院,city_type,直辖市
27183,榆林亿安医院医学美容整形科,hospitallevel,医院
27184,榆林亿安医院医学美容整形科,pricelevel,中
27185,榆林亿安医院医学美容整形科,hospitalkind,其他
27186,榆林亿安医院医学美容整形科,hospitallevelname,医院
27187,榆林亿安医院医学美容整形科,abbreviation,榆林亿安医院医学美容整形科
27188,榆林亿安医院医学美容整形科,hospitalscale,其他
27189,榆林亿安医院医学美容整形科,doctorstyle,其他
27190,榆林亿安医院医学美容整形科,country,中国
27191,榆林亿安医院医学美容整形科,area,西北
27192,榆林亿安医院医学美容整形科,province,陕西
27193,榆林亿安医院医学美容整形科,city,榆林
27194,榆林亿安医院医学美容整形科,city_level,四线
27195,榆林亿安医院医学美容整形科,city_type,普通城市
27196,南阳市中心医院整形外科,hospitallevel,门诊部
27197,南阳市中心医院整形外科,pricelevel,中
27198,南阳市中心医院整形外科,hospitalkind,其他
27199,南阳市中心医院整形外科,hospitallevelname,门诊部
27200,南阳市中心医院整形外科,abbreviation,南阳市中心医院整形外科
27201,南阳市中心医院整形外科,hospitalscale,其他
27202,南阳市中心医院整形外科,doctorstyle,其他
27203,南阳市中心医院整形外科,country,中国
27204,南阳市中心医院整形外科,area,华中
27205,南阳市中心医院整形外科,province,河南
27206,南阳市中心医院整形外科,city,南阳
27207,南阳市中心医院整形外科,city_level,三线
27208,南阳市中心医院整形外科,city_type,普通城市
27209,山东侨联医院整形美容科,hospitallevel,门诊部
27210,山东侨联医院整形美容科,pricelevel,中
27211,山东侨联医院整形美容科,hospitalkind,其他
27212,山东侨联医院整形美容科,hospitallevelname,门诊部
27213,山东侨联医院整形美容科,abbreviation,山东侨联医院整形美容科
27214,山东侨联医院整形美容科,hospitalscale,其他
27215,山东侨联医院整形美容科,doctorstyle,其他
27216,山东侨联医院整形美容科,country,中国
27217,山东侨联医院整形美容科,area,华东
27218,山东侨联医院整形美容科,province,山东
27219,山东侨联医院整形美容科,city,淄博
27220,山东侨联医院整形美容科,city_level,三线
27221,山东侨联医院整形美容科,city_type,普通城市
27222,重庆郑荃丽格医疗美容门诊部,hospitallevel,门诊部
27223,重庆郑荃丽格医疗美容门诊部,pricelevel,低
27224,重庆郑荃丽格医疗美容门诊部,hospitalkind,其他
27225,重庆郑荃丽格医疗美容门诊部,hospitallevelname,门诊部
27226,重庆郑荃丽格医疗美容门诊部,abbreviation,重庆郑荃丽格医疗美容门诊部
27227,重庆郑荃丽格医疗美容门诊部,hospitalscale,其他
27228,重庆郑荃丽格医疗美容门诊部,doctorstyle,其他
27229,重庆郑荃丽格医疗美容门诊部,country,中国
27230,重庆郑荃丽格医疗美容门诊部,area,西南
27231,重庆郑荃丽格医疗美容门诊部,province,重庆
27232,重庆郑荃丽格医疗美容门诊部,city,重庆
27233,重庆郑荃丽格医疗美容门诊部,city_level,新一线
27234,重庆郑荃丽格医疗美容门诊部,city_type,直辖市
27235,上饶平安医院整形美容科,hospitallevel,医院
27236,上饶平安医院整形美容科,pricelevel,中
27237,上饶平安医院整形美容科,hospitalkind,其他
27238,上饶平安医院整形美容科,hospitallevelname,医院
27239,上饶平安医院整形美容科,abbreviation,上饶平安医院整形美容科
27240,上饶平安医院整形美容科,hospitalscale,其他
27241,上饶平安医院整形美容科,doctorstyle,其他
27242,上饶平安医院整形美容科,country,中国
27243,上饶平安医院整形美容科,area,华东
27244,上饶平安医院整形美容科,province,江西
27245,上饶平安医院整形美容科,city,上饶
27246,上饶平安医院整形美容科,city_level,三线
27247,上饶平安医院整形美容科,city_type,普通城市
27248,上海美希卓馨医疗美容门诊部有限公司,hospitallevel,诊所
27249,上海美希卓馨医疗美容门诊部有限公司,pricelevel,低
27250,上海美希卓馨医疗美容门诊部有限公司,hospitalkind,其他
27251,上海美希卓馨医疗美容门诊部有限公司,hospitallevelname,诊所
27252,上海美希卓馨医疗美容门诊部有限公司,abbreviation,上海美希卓馨医疗美容门诊部
27253,上海美希卓馨医疗美容门诊部有限公司,hospitalscale,其他
27254,上海美希卓馨医疗美容门诊部有限公司,doctorstyle,综合
27255,上海美希卓馨医疗美容门诊部有限公司,country,中国
27256,上海美希卓馨医疗美容门诊部有限公司,area,华东
27257,上海美希卓馨医疗美容门诊部有限公司,province,上海
27258,上海美希卓馨医疗美容门诊部有限公司,city,上海
27259,上海美希卓馨医疗美容门诊部有限公司,city_level,一线
27260,上海美希卓馨医疗美容门诊部有限公司,city_type,直辖市
27261,台湾西婵康美（武汉）医学美容中心,hospitallevel,医院
27262,台湾西婵康美（武汉）医学美容中心,pricelevel,中
27263,台湾西婵康美（武汉）医学美容中心,hospitalkind,其他
27264,台湾西婵康美（武汉）医学美容中心,hospitallevelname,医院
27265,台湾西婵康美（武汉）医学美容中心,abbreviation,武汉西婵康美整形医院
27266,台湾西婵康美（武汉）医学美容中心,hospitalscale,其他
27267,台湾西婵康美（武汉）医学美容中心,doctorstyle,其他
27268,台湾西婵康美（武汉）医学美容中心,country,中国
27269,台湾西婵康美（武汉）医学美容中心,area,华中
27270,台湾西婵康美（武汉）医学美容中心,province,湖北
27271,台湾西婵康美（武汉）医学美容中心,city,武汉
27272,台湾西婵康美（武汉）医学美容中心,city_level,新一线
27273,台湾西婵康美（武汉）医学美容中心,city_type,省会城市
27274,吉林市昌邑区星范医疗美容门诊部,hospitallevel,门诊部
27275,吉林市昌邑区星范医疗美容门诊部,pricelevel,低
27276,吉林市昌邑区星范医疗美容门诊部,hospitalkind,其他
27277,吉林市昌邑区星范医疗美容门诊部,hospitallevelname,门诊部
27278,吉林市昌邑区星范医疗美容门诊部,abbreviation,吉林星范整形美容医院
27279,吉林市昌邑区星范医疗美容门诊部,hospitalscale,其他
27280,吉林市昌邑区星范医疗美容门诊部,doctorstyle,其他
27281,吉林市昌邑区星范医疗美容门诊部,country,中国
27282,吉林市昌邑区星范医疗美容门诊部,area,东北
27283,吉林市昌邑区星范医疗美容门诊部,province,吉林
27284,吉林市昌邑区星范医疗美容门诊部,city,吉林
27285,吉林市昌邑区星范医疗美容门诊部,city_level,三线
27286,吉林市昌邑区星范医疗美容门诊部,city_type,普通城市
27287,呼伦贝尔仁爱康复医院,hospitallevel,医院
27288,呼伦贝尔仁爱康复医院,pricelevel,中
27289,呼伦贝尔仁爱康复医院,hospitalkind,其他
27290,呼伦贝尔仁爱康复医院,hospitallevelname,医院
27291,呼伦贝尔仁爱康复医院,abbreviation,呼伦贝尔仁爱康复医院
27292,呼伦贝尔仁爱康复医院,hospitalscale,其他
27293,呼伦贝尔仁爱康复医院,doctorstyle,其他
27294,呼伦贝尔仁爱康复医院,country,中国
27295,呼伦贝尔仁爱康复医院,area,东北
27296,呼伦贝尔仁爱康复医院,province,内蒙古
27297,呼伦贝尔仁爱康复医院,city,呼伦贝尔
27298,呼伦贝尔仁爱康复医院,city_level,五线
27299,呼伦贝尔仁爱康复医院,city_type,普通城市
27300,淮南市第一人民医院烧伤整形科,hospitallevel,门诊部
27301,淮南市第一人民医院烧伤整形科,pricelevel,中
27302,淮南市第一人民医院烧伤整形科,hospitalkind,其他
27303,淮南市第一人民医院烧伤整形科,hospitallevelname,门诊部
27304,淮南市第一人民医院烧伤整形科,abbreviation,淮南市第一人民医院烧伤整形科
27305,淮南市第一人民医院烧伤整形科,hospitalscale,其他
27306,淮南市第一人民医院烧伤整形科,doctorstyle,其他
27307,淮南市第一人民医院烧伤整形科,country,中国
27308,淮南市第一人民医院烧伤整形科,area,华东
27309,淮南市第一人民医院烧伤整形科,province,安徽
27310,淮南市第一人民医院烧伤整形科,city,淮南
27311,淮南市第一人民医院烧伤整形科,city_level,四线
27312,淮南市第一人民医院烧伤整形科,city_type,普通城市
27313,咸阳彩虹医院整形美容科,hospitallevel,门诊部
27314,咸阳彩虹医院整形美容科,pricelevel,中
27315,咸阳彩虹医院整形美容科,hospitalkind,其他
27316,咸阳彩虹医院整形美容科,hospitallevelname,门诊部
27317,咸阳彩虹医院整形美容科,abbreviation,咸阳彩虹医院整形美容科
27318,咸阳彩虹医院整形美容科,hospitalscale,其他
27319,咸阳彩虹医院整形美容科,doctorstyle,其他
27320,咸阳彩虹医院整形美容科,country,中国
27321,咸阳彩虹医院整形美容科,area,西北
27322,咸阳彩虹医院整形美容科,province,陕西
27323,咸阳彩虹医院整形美容科,city,咸阳
27324,咸阳彩虹医院整形美容科,city_level,三线
27325,咸阳彩虹医院整形美容科,city_type,普通城市
27326,韩国hus-hu皮肤美容医院,hospitallevel,医院
27327,韩国hus-hu皮肤美容医院,pricelevel,中
27328,韩国hus-hu皮肤美容医院,hospitalkind,其他
27329,韩国hus-hu皮肤美容医院,hospitallevelname,医院
27330,韩国hus-hu皮肤美容医院,abbreviation,韩国hushu医院
27331,韩国hus-hu皮肤美容医院,hospitalscale,其他
27332,韩国hus-hu皮肤美容医院,doctorstyle,其他
27333,韩国hus-hu皮肤美容医院,country,中国
27334,韩国hus-hu皮肤美容医院,area,海外
27335,韩国hus-hu皮肤美容医院,province,韩国
27336,韩国hus-hu皮肤美容医院,city,韩国
27337,韩国hus-hu皮肤美容医院,city_level,海外
27338,韩国hus-hu皮肤美容医院,city_type,海外
27339,广州韩国瓷肌医疗美容,hospitallevel,门诊部
27340,广州韩国瓷肌医疗美容,pricelevel,中
27341,广州韩国瓷肌医疗美容,hospitalkind,其他
27342,广州韩国瓷肌医疗美容,hospitallevelname,门诊部
27343,广州韩国瓷肌医疗美容,abbreviation,广州瓷肌整形医院
27344,广州韩国瓷肌医疗美容,hospitalscale,其他
27345,广州韩国瓷肌医疗美容,doctorstyle,其他
27346,广州韩国瓷肌医疗美容,country,中国
27347,广州韩国瓷肌医疗美容,area,华南
27348,广州韩国瓷肌医疗美容,province,广东
27349,广州韩国瓷肌医疗美容,city,广州
27350,广州韩国瓷肌医疗美容,city_level,一线
27351,广州韩国瓷肌医疗美容,city_type,省会城市
27352,合肥庐阳区崔劲松微创医疗美容门诊部,hospitallevel,门诊部
27353,合肥庐阳区崔劲松微创医疗美容门诊部,pricelevel,中
27354,合肥庐阳区崔劲松微创医疗美容门诊部,hospitalkind,其他
27355,合肥庐阳区崔劲松微创医疗美容门诊部,hospitallevelname,门诊部
27356,合肥庐阳区崔劲松微创医疗美容门诊部,abbreviation,合肥崔劲松医疗美容
27357,合肥庐阳区崔劲松微创医疗美容门诊部,hospitalscale,其他
27358,合肥庐阳区崔劲松微创医疗美容门诊部,doctorstyle,其他
27359,合肥庐阳区崔劲松微创医疗美容门诊部,country,中国
27360,合肥庐阳区崔劲松微创医疗美容门诊部,area,华东
27361,合肥庐阳区崔劲松微创医疗美容门诊部,province,安徽
27362,合肥庐阳区崔劲松微创医疗美容门诊部,city,合肥
27363,合肥庐阳区崔劲松微创医疗美容门诊部,city_level,二线
27364,合肥庐阳区崔劲松微创医疗美容门诊部,city_type,省会城市
27365,北京天使名媛医疗美容诊所,hospitallevel,诊所
27366,北京天使名媛医疗美容诊所,pricelevel,低
27367,北京天使名媛医疗美容诊所,hospitalkind,其他
27368,北京天使名媛医疗美容诊所,hospitallevelname,诊所
27369,北京天使名媛医疗美容诊所,abbreviation,北京天使名媛医疗美容诊所
27370,北京天使名媛医疗美容诊所,hospitalscale,其他
27371,北京天使名媛医疗美容诊所,doctorstyle,其他
27372,北京天使名媛医疗美容诊所,country,中国
27373,北京天使名媛医疗美容诊所,area,华北
27374,北京天使名媛医疗美容诊所,province,北京
27375,北京天使名媛医疗美容诊所,city,北京
27376,北京天使名媛医疗美容诊所,city_level,一线
27377,北京天使名媛医疗美容诊所,city_type,直辖市
27378,郑州拜博医疗企业管理有限公司拜博口腔医院,hospitallevel,医院
27379,郑州拜博医疗企业管理有限公司拜博口腔医院,pricelevel,低
27380,郑州拜博医疗企业管理有限公司拜博口腔医院,hospitalkind,其他
27381,郑州拜博医疗企业管理有限公司拜博口腔医院,hospitallevelname,医院
27382,郑州拜博医疗企业管理有限公司拜博口腔医院,abbreviation,郑州拜博口腔医院
27383,郑州拜博医疗企业管理有限公司拜博口腔医院,hospitalscale,其他
27384,郑州拜博医疗企业管理有限公司拜博口腔医院,doctorstyle,其他
27385,郑州拜博医疗企业管理有限公司拜博口腔医院,country,中国
27386,郑州拜博医疗企业管理有限公司拜博口腔医院,area,华中
27387,郑州拜博医疗企业管理有限公司拜博口腔医院,province,河南
27388,郑州拜博医疗企业管理有限公司拜博口腔医院,city,郑州
27389,郑州拜博医疗企业管理有限公司拜博口腔医院,city_level,新一线
27390,郑州拜博医疗企业管理有限公司拜博口腔医院,city_type,省会城市
27391,宜宾玛利亚整形医院,hospitallevel,医院
27392,宜宾玛利亚整形医院,pricelevel,中
27393,宜宾玛利亚整形医院,hospitalkind,其他
27394,宜宾玛利亚整形医院,hospitallevelname,医院
27395,宜宾玛利亚整形医院,abbreviation,宜宾玛利亚整形医院
27396,宜宾玛利亚整形医院,hospitalscale,其他
27397,宜宾玛利亚整形医院,doctorstyle,其他
27398,宜宾玛利亚整形医院,country,中国
27399,宜宾玛利亚整形医院,area,西南
27400,宜宾玛利亚整形医院,province,四川
27401,宜宾玛利亚整形医院,city,宜宾
27402,宜宾玛利亚整形医院,city_level,四线
27403,宜宾玛利亚整形医院,city_type,普通城市
27404,四川省人民医院,hospitallevel,医院
27405,四川省人民医院,pricelevel,低
27406,四川省人民医院,hospitalkind,甲级
27407,四川省人民医院,hospitallevelname,医院
27408,四川省人民医院,abbreviation,四川省人民医院
27409,四川省人民医院,hospitalscale,其他
27410,四川省人民医院,doctorstyle,其他
27411,四川省人民医院,country,中国
27412,四川省人民医院,area,西南
27413,四川省人民医院,province,四川
27414,四川省人民医院,city,成都
27415,四川省人民医院,city_level,新一线
27416,四川省人民医院,city_type,省会城市
27417,兰州陆军总院整形美容中心,hospitallevel,医院
27418,兰州陆军总院整形美容中心,pricelevel,中
27419,兰州陆军总院整形美容中心,hospitalkind,其他
27420,兰州陆军总院整形美容中心,hospitallevelname,医院
27421,兰州陆军总院整形美容中心,abbreviation,兰州陆军总院整形美容中心
27422,兰州陆军总院整形美容中心,hospitalscale,其他
27423,兰州陆军总院整形美容中心,doctorstyle,其他
27424,兰州陆军总院整形美容中心,country,中国
27425,兰州陆军总院整形美容中心,area,西北
27426,兰州陆军总院整形美容中心,province,甘肃
27427,兰州陆军总院整形美容中心,city,兰州
27428,兰州陆军总院整形美容中心,city_level,二线
27429,兰州陆军总院整形美容中心,city_type,省会城市
27430,深圳易容颜医疗美容,hospitallevel,门诊部
27431,深圳易容颜医疗美容,pricelevel,低
27432,深圳易容颜医疗美容,hospitalkind,其他
27433,深圳易容颜医疗美容,hospitallevelname,门诊部
27434,深圳易容颜医疗美容,abbreviation,深圳市易容颜医疗整形美容
27435,深圳易容颜医疗美容,hospitalscale,其他
27436,深圳易容颜医疗美容,doctorstyle,其他
27437,深圳易容颜医疗美容,country,中国
27438,深圳易容颜医疗美容,area,华南
27439,深圳易容颜医疗美容,province,广东
27440,深圳易容颜医疗美容,city,深圳
27441,深圳易容颜医疗美容,city_level,一线
27442,深圳易容颜医疗美容,city_type,普通城市
27443,深圳艺星医疗美容医院,hospitallevel,医院
27444,深圳艺星医疗美容医院,pricelevel,低
27445,深圳艺星医疗美容医院,hospitalkind,其他
27446,深圳艺星医疗美容医院,hospitallevelname,医院
27447,深圳艺星医疗美容医院,abbreviation,深圳艺星医疗美容医院
27448,深圳艺星医疗美容医院,hospitalscale,其他
27449,深圳艺星医疗美容医院,doctorstyle,其他
27450,深圳艺星医疗美容医院,country,中国
27451,深圳艺星医疗美容医院,area,华南
27452,深圳艺星医疗美容医院,province,广东
27453,深圳艺星医疗美容医院,city,深圳
27454,深圳艺星医疗美容医院,city_level,一线
27455,深圳艺星医疗美容医院,city_type,普通城市
27456,艾丽莎(国际)美容连锁,hospitallevel,医院
27457,艾丽莎(国际)美容连锁,pricelevel,中
27458,艾丽莎(国际)美容连锁,hospitalkind,其他
27459,艾丽莎(国际)美容连锁,hospitallevelname,医院
27460,艾丽莎(国际)美容连锁,abbreviation,艾丽莎(国际)美容连锁
27461,艾丽莎(国际)美容连锁,hospitalscale,其他
27462,艾丽莎(国际)美容连锁,doctorstyle,其他
27463,艾丽莎(国际)美容连锁,country,中国
27464,艾丽莎(国际)美容连锁,area,华东
27465,艾丽莎(国际)美容连锁,province,福建
27466,艾丽莎(国际)美容连锁,city,福州
27467,艾丽莎(国际)美容连锁,city_level,二线
27468,艾丽莎(国际)美容连锁,city_type,省会城市
27469,宁夏西京妇产医院医学美容科,hospitallevel,诊所
27470,宁夏西京妇产医院医学美容科,pricelevel,中
27471,宁夏西京妇产医院医学美容科,hospitalkind,其他
27472,宁夏西京妇产医院医学美容科,hospitallevelname,诊所
27473,宁夏西京妇产医院医学美容科,abbreviation,宁夏西京妇产医院医学美容科
27474,宁夏西京妇产医院医学美容科,hospitalscale,其他
27475,宁夏西京妇产医院医学美容科,doctorstyle,其他
27476,宁夏西京妇产医院医学美容科,country,中国
27477,宁夏西京妇产医院医学美容科,area,西北
27478,宁夏西京妇产医院医学美容科,province,宁夏
27479,宁夏西京妇产医院医学美容科,city,银川
27480,宁夏西京妇产医院医学美容科,city_level,三线
27481,宁夏西京妇产医院医学美容科,city_type,省会城市
27482,遂宁容光整形美容医院,hospitallevel,医院
27483,遂宁容光整形美容医院,pricelevel,中
27484,遂宁容光整形美容医院,hospitalkind,其他
27485,遂宁容光整形美容医院,hospitallevelname,医院
27486,遂宁容光整形美容医院,abbreviation,遂宁容光整形医院
27487,遂宁容光整形美容医院,hospitalscale,其他
27488,遂宁容光整形美容医院,doctorstyle,其他
27489,遂宁容光整形美容医院,country,中国
27490,遂宁容光整形美容医院,area,西南
27491,遂宁容光整形美容医院,province,四川
27492,遂宁容光整形美容医院,city,遂宁
27493,遂宁容光整形美容医院,city_level,五线
27494,遂宁容光整形美容医院,city_type,普通城市
27495,保定华美整形美容医院有限公司,hospitallevel,医院
27496,保定华美整形美容医院有限公司,pricelevel,中
27497,保定华美整形美容医院有限公司,hospitalkind,其他
27498,保定华美整形美容医院有限公司,hospitallevelname,医院
27499,保定华美整形美容医院有限公司,abbreviation,保定华美整形美容医院
27500,保定华美整形美容医院有限公司,hospitalscale,其他
27501,保定华美整形美容医院有限公司,doctorstyle,其他
27502,保定华美整形美容医院有限公司,country,中国
27503,保定华美整形美容医院有限公司,area,华北
27504,保定华美整形美容医院有限公司,province,河北
27505,保定华美整形美容医院有限公司,city,保定
27506,保定华美整形美容医院有限公司,city_level,三线
27507,保定华美整形美容医院有限公司,city_type,普通城市
27508,临汾现代女子医院整形美容中心,hospitallevel,医院
27509,临汾现代女子医院整形美容中心,pricelevel,中
27510,临汾现代女子医院整形美容中心,hospitalkind,其他
27511,临汾现代女子医院整形美容中心,hospitallevelname,医院
27512,临汾现代女子医院整形美容中心,abbreviation,临汾现代女子医院整形中心
27513,临汾现代女子医院整形美容中心,hospitalscale,其他
27514,临汾现代女子医院整形美容中心,doctorstyle,其他
27515,临汾现代女子医院整形美容中心,country,中国
27516,临汾现代女子医院整形美容中心,area,华北
27517,临汾现代女子医院整形美容中心,province,山西
27518,临汾现代女子医院整形美容中心,city,临汾
27519,临汾现代女子医院整形美容中心,city_level,四线
27520,临汾现代女子医院整形美容中心,city_type,普通城市
27521,北京同仁医院整形美容中心,hospitallevel,医院
27522,北京同仁医院整形美容中心,pricelevel,中
27523,北京同仁医院整形美容中心,hospitalkind,其他
27524,北京同仁医院整形美容中心,hospitallevelname,医院
27525,北京同仁医院整形美容中心,abbreviation,北京同仁医院整形美容中心
27526,北京同仁医院整形美容中心,hospitalscale,其他
27527,北京同仁医院整形美容中心,doctorstyle,其他
27528,北京同仁医院整形美容中心,country,中国
27529,北京同仁医院整形美容中心,area,华北
27530,北京同仁医院整形美容中心,province,北京
27531,北京同仁医院整形美容中心,city,北京
27532,北京同仁医院整形美容中心,city_level,一线
27533,北京同仁医院整形美容中心,city_type,直辖市
27534,上饶韩美整形美容医院,hospitallevel,医院
27535,上饶韩美整形美容医院,pricelevel,低
27536,上饶韩美整形美容医院,hospitalkind,其他
27537,上饶韩美整形美容医院,hospitallevelname,医院
27538,上饶韩美整形美容医院,abbreviation,上饶韩美整形医院
27539,上饶韩美整形美容医院,hospitalscale,其他
27540,上饶韩美整形美容医院,doctorstyle,其他
27541,上饶韩美整形美容医院,country,中国
27542,上饶韩美整形美容医院,area,华东
27543,上饶韩美整形美容医院,province,江西
27544,上饶韩美整形美容医院,city,上饶
27545,上饶韩美整形美容医院,city_level,三线
27546,上饶韩美整形美容医院,city_type,普通城市
27547,西安光仁医院整形中心,hospitallevel,医院
27548,西安光仁医院整形中心,pricelevel,中
27549,西安光仁医院整形中心,hospitalkind,其他
27550,西安光仁医院整形中心,hospitallevelname,医院
27551,西安光仁医院整形中心,abbreviation,西安光仁医院整形科
27552,西安光仁医院整形中心,hospitalscale,其他
27553,西安光仁医院整形中心,doctorstyle,其他
27554,西安光仁医院整形中心,country,中国
27555,西安光仁医院整形中心,area,西北
27556,西安光仁医院整形中心,province,陕西
27557,西安光仁医院整形中心,city,西安
27558,西安光仁医院整形中心,city_level,新一线
27559,西安光仁医院整形中心,city_type,省会城市
27560,北京新时代伊美尔幸福医学美容专科医院,hospitallevel,医院
27561,北京新时代伊美尔幸福医学美容专科医院,pricelevel,低
27562,北京新时代伊美尔幸福医学美容专科医院,hospitalkind,其他
27563,北京新时代伊美尔幸福医学美容专科医院,hospitallevelname,医院
27564,北京新时代伊美尔幸福医学美容专科医院,abbreviation,北京伊美尔幸福医院
27565,北京新时代伊美尔幸福医学美容专科医院,hospitalscale,其他
27566,北京新时代伊美尔幸福医学美容专科医院,doctorstyle,其他
27567,北京新时代伊美尔幸福医学美容专科医院,country,中国
27568,北京新时代伊美尔幸福医学美容专科医院,area,华北
27569,北京新时代伊美尔幸福医学美容专科医院,province,北京
27570,北京新时代伊美尔幸福医学美容专科医院,city,北京
27571,北京新时代伊美尔幸福医学美容专科医院,city_level,一线
27572,北京新时代伊美尔幸福医学美容专科医院,city_type,直辖市
27573,深圳博美医疗美容门诊,hospitallevel,诊所
27574,深圳博美医疗美容门诊,pricelevel,中
27575,深圳博美医疗美容门诊,hospitalkind,其他
27576,深圳博美医疗美容门诊,hospitallevelname,诊所
27577,深圳博美医疗美容门诊,abbreviation,深圳博美整形医院未认证C
27578,深圳博美医疗美容门诊,hospitalscale,其他
27579,深圳博美医疗美容门诊,doctorstyle,其他
27580,深圳博美医疗美容门诊,country,中国
27581,深圳博美医疗美容门诊,area,华南
27582,深圳博美医疗美容门诊,province,广东
27583,深圳博美医疗美容门诊,city,深圳
27584,深圳博美医疗美容门诊,city_level,一线
27585,深圳博美医疗美容门诊,city_type,普通城市
27586,合肥恒美医疗美容门诊部有限公司,hospitallevel,医院
27587,合肥恒美医疗美容门诊部有限公司,pricelevel,中
27588,合肥恒美医疗美容门诊部有限公司,hospitalkind,其他
27589,合肥恒美医疗美容门诊部有限公司,hospitallevelname,医院
27590,合肥恒美医疗美容门诊部有限公司,abbreviation,合肥恒美整形医院
27591,合肥恒美医疗美容门诊部有限公司,hospitalscale,其他
27592,合肥恒美医疗美容门诊部有限公司,doctorstyle,其他
27593,合肥恒美医疗美容门诊部有限公司,country,中国
27594,合肥恒美医疗美容门诊部有限公司,area,华东
27595,合肥恒美医疗美容门诊部有限公司,province,安徽
27596,合肥恒美医疗美容门诊部有限公司,city,合肥
27597,合肥恒美医疗美容门诊部有限公司,city_level,二线
27598,合肥恒美医疗美容门诊部有限公司,city_type,省会城市
27599,郴州市第一人民医院,hospitallevel,医院
27600,郴州市第一人民医院,pricelevel,中
27601,郴州市第一人民医院,hospitalkind,其他
27602,郴州市第一人民医院,hospitallevelname,医院
27603,郴州市第一人民医院,abbreviation,郴州市第一人民医院
27604,郴州市第一人民医院,hospitalscale,其他
27605,郴州市第一人民医院,doctorstyle,其他
27606,郴州市第一人民医院,country,中国
27607,郴州市第一人民医院,area,华中
27608,郴州市第一人民医院,province,湖南
27609,郴州市第一人民医院,city,郴州
27610,郴州市第一人民医院,city_level,三线
27611,郴州市第一人民医院,city_type,普通城市
27612,太原美之妍医疗美容诊所,hospitallevel,诊所
27613,太原美之妍医疗美容诊所,pricelevel,低
27614,太原美之妍医疗美容诊所,hospitalkind,其他
27615,太原美之妍医疗美容诊所,hospitallevelname,诊所
27616,太原美之妍医疗美容诊所,abbreviation,太原美之妍整形医院
27617,太原美之妍医疗美容诊所,hospitalscale,其他
27618,太原美之妍医疗美容诊所,doctorstyle,其他
27619,太原美之妍医疗美容诊所,country,中国
27620,太原美之妍医疗美容诊所,area,华北
27621,太原美之妍医疗美容诊所,province,山西
27622,太原美之妍医疗美容诊所,city,太原
27623,太原美之妍医疗美容诊所,city_level,二线
27624,太原美之妍医疗美容诊所,city_type,省会城市
27625,空军总医院激光整形美容中心,hospitallevel,医院
27626,空军总医院激光整形美容中心,pricelevel,中
27627,空军总医院激光整形美容中心,hospitalkind,其他
27628,空军总医院激光整形美容中心,hospitallevelname,医院
27629,空军总医院激光整形美容中心,abbreviation,空军总医院烧伤整形科
27630,空军总医院激光整形美容中心,hospitalscale,其他
27631,空军总医院激光整形美容中心,doctorstyle,其他
27632,空军总医院激光整形美容中心,country,中国
27633,空军总医院激光整形美容中心,area,华中
27634,空军总医院激光整形美容中心,province,湖北
27635,空军总医院激光整形美容中心,city,武汉
27636,空军总医院激光整形美容中心,city_level,新一线
27637,空军总医院激光整形美容中心,city_type,省会城市
27638,枣庄矿业集团枣庄医院,hospitallevel,医院
27639,枣庄矿业集团枣庄医院,pricelevel,低
27640,枣庄矿业集团枣庄医院,hospitalkind,其他
27641,枣庄矿业集团枣庄医院,hospitallevelname,医院
27642,枣庄矿业集团枣庄医院,abbreviation,枣庄矿业集团枣庄医院
27643,枣庄矿业集团枣庄医院,hospitalscale,其他
27644,枣庄矿业集团枣庄医院,doctorstyle,其他
